,titles,dates,writer,text
178,"Bawang merah ampuh mengobati penyakit ringan , apa saja? "," Senin, 22 Juni 2020 | 10:21 WIB Sumber: Kompas.com ",Reporter: Tri Sulistiowati,"  KONTAN.CO.ID - JAKARTA. Bawang merah bukanlah bumbu dapur biasa. Selain dijadikan bumbu masak, bawang merah bisa dijadikan obat yang ampuh menyebutkan beberapa jenis penyakit.    Selain digunakan sebagai bumbu masak, bawang merah diyakini bisa dimanfaatkan sebagai obat tradisional.          Bahkan, terapi medis dengan memanfaatkan umbi dengan nama ilmiah Allium cepa L. tersebut tercatat sudah lama dilakukan orang-orang sejak zaman dahulu.   Baca Juga: Menakjubkan! Ini manfaat terong untuk kesehatan tubuh Anda   Penggunaan bawang merah sebagai obat di Indonesia bisa dibilang sangat menguntungkan, mengingat tanaman ini banyak tersedia di berbagai daerah di Tanah Air.   Selain itu, harganya juga relatif terjangkau oleh setiap keluarga, meski terkadang harganya harus naik. Untuk menambah manfaatnya dalam proses penyembuhan, tentu dianjurkan bagi siapa saja memilih bawang merah yang berkualitas.   Berikut 6 ciri-ciri bawang dengan kualitas baik:   Memiliki bentuk normal atau tidak cacat  Kondisi cukup kering  Agak keras jika dipencet  Aromanya kuat  Kulit umbi berwarna terang  Tidak sedang berkecambah   Kandungan gizi bawang merah  Melansir Buku Bawang Merah (2004) karya Estu Rahayu dan Nur Berlian VA, ditinjau dari kandungan gizinya, bawang merah bukanlah bahan makanan yang termasuk sumber karbohidrat, protein, lemak, vitamin, atau mineral potensial.   Kandungan tersebut ada di dalam bawang merah namun jumlahnya sedikit. Namun, bawang merah mengandung minyak asiri. Komponen inilah yang sebenarnya banyak dimanfaatkan untuk beberapa hal, di antaranya:   Penyedap rasa makanan  Bakterisida  Fungisida  Berkhasiat untuk obat-obatan   Berikut ini informasi mengenai daftar komposisi kimia bawang merah per 100 gram bahan yang bersumber dari Direktorat Gizi, Departemen Kesehatan RI tahun 1979:   Air: 88,00 gram  Karbohidrat: 9,20 gram  Protein: 1,50 gram  Lemak: 0,30 gram  Vitamin B: 0,03 mg  Vitamin C: 2,00 mg  Kalisum: 36,00 mg  Besi: 0,80 mg  Fosfor: 40,00 mg  Energi: 39,00 mg  Bahan yang dapat diamakan: 90,99 persen   Manfaat kesehatan bawang merah   Banyaknya senyawa kimia atau zat gizi yang terkandung di dalam bawang merah, membuat umbi ini diyakini memiliki banyak manfaat kesehatan.   Dalam Buku Khasiat Bawang Merah (2007) karya Jaelani, S.Si, dijelaskan bahwa bawang merah bisa digunakan dalam terapi medis untuk mengatasi berbagai masalah kesehatan. Berikut beberapa manfaatnya:   Menurunkan demam   Demam sebenarnya bukan suatu penyakit, melainkan keadaan peningkatan suhu tubuh. Keadaan ini sering kali menjadi tanda adanya infeksi virus maupun bakteri pada tubuh.   Setelah infeksi disembuhkan, suhu tubuh biasanya akan turun dengan sendirinya. Beberapa penyakit dengan gejala demam, di antaranya yakni:   Batuk pilek   Infeksi tenggorokan   Diare   Gondongan   Campak   Cacar   Untuk menurunkan demam, bawang merah bisa digunakan dengan cara dikonsumsi maupun menjadi obat balur.   Ketika ingin dikonsumsi, bawang merah bisa ditumbuk dengan air perasan jeruk nipis. Bawang merah juga bisa dipanggang, kemudian dihaluskan dan ditambahkan madu sampai terbentuk larutan kental. Larutan itu bisa diminum 1-2 sendok teh 3 kali sehari.   Sedangkan untuk obat balur, bawang merah mentah bisa ditumbuk lebih dulu kemudian dicampur dengan jahe. Setelah itu, bahan tersebut tinggal dioleskan di sekeliling tengkuk secara merata.   Bawang merah diketahui mengandung senyawa turunan alkaloid yang bersifat antipiretik. Senyawa tersebut dapat menurunkan demam, sekaligus berperan sebagai antibiotik alami terhadap kuman penyababnya.   Menyembuhkan sariawan   Sariawan atau moniliasis adalah infeksi jamur yang terjadi pada kulit dan lapiran mukosa mulut.   Sariawan umumnya disebabkan oleh jamur jenis Candida yang biasa ditemukan di daerah kelamin. Bentuk infeksi yang sering ditemukan yakni peradangan pada jaringan mulut, yang ditandai oleh tukak kecil berwarna putih dan nyeri di bagian mulut.   Untuk mengatasi sariawan, bawang merah bisa direbus dengan ditambahkan dengan belimbing wuluh, daun sariwan dan adas pulasari.  Air rebusan bawang merah diketahui mengandung asam kaprilat yang berfungsi sebagai bahan antiseptik alami dan antijamur sehingga bisa mengatasi masalah candidiasis.   Sedangkan, belimbing wuluh mengandung asam askorbat yang berguna untuk mengurangi inflamasi atau radang. Semantara, daun sariawan dan adas pulsari memiliki khasiat menyembuhkan sariawan.   Menyembuhkan pilek   Pilek bisa dipahami sebagai kondisi tersumbatnya rongga hidung akibat infeksi saluran pernapasan bagian atas. Kondisi ini disebabkan oleh bermacam-macam jenis virus.   Gejalanya bahkan bisa berupa sakit ternggorokan, demam, mata dan hidung berair, serta batuk.   Untuk mengatasi pilek, bawang merah bisa dimanfaatkan dengan cara dihirup aromanya atau diminum dengan campuran air perasan jeruk nipis.   Uap bawang merah yang ditimbulkan oleh kandungan senyawa eteris diketahui berfungsi sebagai dekongestan, yaitu mengencerkan lendir dan ingus. Dengan cara ini, lendir bisa dikeluarkan dari rongga hidung.   Mencegah masuk angin dan perut kembung   Masuk angin bisa dipahami sebagai istilah awam untuk menggambarkan kondisi badan yang tidak enak, termasuk pada perut. Orang-orang biasanya menyebut demam ketika mendapati gejala mual, ingin muntah, hingga perut kembung.   Demam bisa saja disebabkan oleh gangguan pencernaan, kurang tidur, dan beberapa faktor lainnya yang mengakibatkan gangguan fisiologis pada lambung.   Sedangkan, kembung adalah suatu kondisi saat gas terkumpul di dalam lambung atau usus melebihi keadaan normal. Kondisi itu biasanya disertai dengan perasaan tidak nyaman dan bisa juga disertai dengan rasa sakit.   Untuk mencegah gejala tersebut makin parah, bawang merah bisa dimanfaatkan sebagai obat balur atau baik juga bila dikonsumsi.   Ketika dijadikan obat balur, bawang merah bisa ditumbuk lebih dulu, kemudian dicampur dengan minyak kayu putih secukupnya. Ramuan tersebut lantas bisa digosokkan pada bagian leher, punggung, dada, dan perut.   Sedangkan ketika akan digunakan sebagai obat oral, bawang merah bisa diperas kemudian airnya dicampur dengan air rebusan daun halba. Tambahkan dua sendok makan madu dan minum sehari sekali selagi masih hangat.   Mengobati cacingan   Bawang merah diketahui mengandung senyawa alisin dan aliin yang memiliki efek antelmintik, yakni mampu membunuh cacing.   Kedua senyawa itu memiliki efek farmakologi yang hampir sama dengan obat sintetik pirantel famoat, yang juga sering dipakai sebagai obat anticacing.   Mengobati disentri   Disentri merupakan penyakit yang ditandai dengan gejala,   Diare yang mengandung lendir dan darah  Muntah-muntah  Sakit perut   Kurangnya sanitasi kebersihan lingkungan disinyalir menjadi penyebab utama penyakit ini bisa diderita oleh seseorang. Di mana, orang-orang akhirnya bisa mengonsumsi makanan yang tidak higienis.   Dalam kasus ini, bawang merah diyakini bisa hadir sebagai obat alternatif untuk mengatasi penyakit disentri.   Kandungan flavonoid yang terdapat dalam bawang merah dapat membantu membunuh bakteri enterik Shigella, yang menjadi penyebab infeksi disentri.   Senyawa tersebut diyakini mampu merusak dinding sel bakteri sehingga bakteri menjadi inaktif. Untuk memperoleh manfaatnya, bawang putih bisa direbus dengan campuran kulit delima kering, adas, dan 1 ruas jari pulasari.   Mengatasi sembelit   Sembelit atau konstipasi bisa ditandai dengan frekuensi buang air besar (BAB) yang terlalu jarang atau di luar kebiasaan.   Untuk mengatasi sembelit, bawang merah bisa dikonsumsi dengan cara ditumbuk lebih dulu.   Tumbukan itu jangan langsung Anda makan, tapi dicampurkan ke dalam susu murni, lalu masak hingga suhu 80 derajat celsius. Ramuan itu bisa diminum setiap pagi hingga BAB lancar kembali.   Mengatasi sakit kepala   Untuk bisa mengatasi sakit kepala, bawang merah bisa diperlakukan dengan cara direbus bersama jahe, lokio, dan gula merah secukupnya. Minum air saringan dari rebusan itu selagi masih hangat.(Irawan Sapto Adhi)   Baca Juga: Wow! Daun kelor menyimpan banyak manfaat baik untuk kesehatan tubuh      Artikel ini telah tayang di Kompas.com dengan judul ""8 Manfaat Bawang Merah untuk Pengobatan"",  Cek Berita dan Artikel yang lain di Google News             Editor: Tri Sulistiowati                                   INDEKS BERITA                          Tag    Bawang Merah Masuk Angin Demam Diare Perut Kembung               "
179,"Bawang Putih, Daging Sapi, dan Gula Pasir Masih Perlu Tambahan Impor","Rabu, 17 Juni 2020 | 10:00 WIB ",Reporter: Tri Sulistiowati,"   Kontan + Kompas.id : Rp 95.000 Hemat hingga 55%   Berlangganan    Reporter: Lidya Yuniartha | Editor: Narita Indrastiti  KONTAN.CO.ID - JAKARTA. Pemerintah memastikan pasokan bahan pangan pokok masih bisa memenuhi kebutuhan pangan nasional hingga akhir tahun ini.  Ada 11 kebutuhan pokok yang pasokannya aman, yakni beras, jagung, bawang merah, bawang putih, cabai, daging, daging ayam, gula pasir dan minyak goreng.     Ini Artikel Spesial Segera berlangganan sekarang untuk memperoleh informasi yang lebih lengkap.    Rp 20K     PAKET 1 Bulan   BERLANGGANAN    Rp 99K  HEMAT 17%  PAKET 6 Bulan   BERLANGGANAN    POPULER   Rp 190K  HEMAT 21%  PAKET 12 Bulan   BERLANGGANAN     PAKET LAIN Rp 120K KONTAN DIGITAL PREMIUM ACCESS  Business Insight Epaper Harian + Mingguan Arsip Epaper 30 Hari    BERLANGGANAN      LOGIN atau       Hanya Rp 5.000 untuk membaca artikel ini.  BELI SEKARANG       "
180,"Gawat, Stok Gula dan Bawang Putih Berpotensi Defisit","Rabu, 29 April 2020 | 06:41 WIB ",Reporter: Tri Sulistiowati,"   Kontan + Kompas.id : Rp 95.000 Hemat hingga 55%   Berlangganan    Reporter: Abdul Basith, Lidya Yuniartha, Vendi Yhulia Susanto | Editor: Yuwono triatmojo  KONTAN.CO.ID - JAKARTA. Pasokan dua komoditas pangan, yakni gula dan bawang putih diprediksi akan mengalami defisit hingga Lebaran nanti.  Presiden Joko Widodo (Jokowi) menyebutkan perkiraan terjadi defisit stok gula di 30 provinsi di Indonesia. Hal itu berdasarkan penghitungan yang dilakukan pemerintah.     Ini Artikel Spesial Segera berlangganan sekarang untuk memperoleh informasi yang lebih lengkap.    Rp 20K     PAKET 1 Bulan   BERLANGGANAN    Rp 99K  HEMAT 17%  PAKET 6 Bulan   BERLANGGANAN    POPULER   Rp 190K  HEMAT 21%  PAKET 12 Bulan   BERLANGGANAN     PAKET LAIN Rp 120K KONTAN DIGITAL PREMIUM ACCESS  Business Insight Epaper Harian + Mingguan Arsip Epaper 30 Hari    BERLANGGANAN      LOGIN atau       Hanya Rp 5.000 untuk membaca artikel ini.  BELI SEKARANG       "
181,Stok gula dan bawang putih berpotensi defisit,"Rabu, 29 April 2020 | 01:31 WIB ",Reporter: Tri Sulistiowati,"   Kontan + Kompas.id : Rp 95.000 Hemat hingga 55%   Berlangganan    Reporter: Abdul Basith, Lidya Yuniartha, Vendi Yhulia Susanto | Editor: Syamsul Azhar  KONTAN.CO.ID - . Pasokan dua komoditas pangan, yakni gula dan bawang putih diprediksi akan mengalami defisit hingga Lebaran nanti.  Presiden Joko Widodo (Jokowi) menyebutkan perkiraan terjadi defisit stok gula di 30 provinsi di Indonesia. Hal itu berdasarkan penghitungan yang dilakukan pemerintah.      Ini Artikel Spesial Segera berlangganan sekarang untuk memperoleh informasi yang lebih lengkap.    Rp 20K     PAKET 1 Bulan   BERLANGGANAN    Rp 99K  HEMAT 17%  PAKET 6 Bulan   BERLANGGANAN    POPULER   Rp 190K  HEMAT 21%  PAKET 12 Bulan   BERLANGGANAN     PAKET LAIN Rp 120K KONTAN DIGITAL PREMIUM ACCESS  Business Insight Epaper Harian + Mingguan Arsip Epaper 30 Hari    BERLANGGANAN      LOGIN atau       Hanya Rp 5.000 untuk membaca artikel ini.  BELI SEKARANG       "
182,"Impor Bawang Putih dan Bombai Dipermudah, Pelaku Industri Merasa Lega ","Sabtu, 28 Maret 2020 | 06:48 WIB ",Reporter: Tri Sulistiowati,"   Kontan + Kompas.id : Rp 95.000 Hemat hingga 55%   Berlangganan    Reporter: Arfyana Citra Rahayu, Muhammad Julian | Editor: Yuwono triatmojo  KONTAN.CO.ID - JAKARTA. Pelaku usaha menyambut baik kebijakan Kementerian Perdagangan (Kemdag) yang membebaskan sementara izin impor bawang putih dan bawang bombai.  Aturan ini terhitung berlaku mulai Rabu (18/3). Pembebasan izin impor dilakukan dengan menghapuskan persetujuan impor (PI) serta laporan surveyor (LS) bawang putih dan bawang bombai.     Ini Artikel Spesial Segera berlangganan sekarang untuk memperoleh informasi yang lebih lengkap.    Rp 20K     PAKET 1 Bulan   BERLANGGANAN    Rp 99K  HEMAT 17%  PAKET 6 Bulan   BERLANGGANAN    POPULER   Rp 190K  HEMAT 21%  PAKET 12 Bulan   BERLANGGANAN     PAKET LAIN Rp 120K KONTAN DIGITAL PREMIUM ACCESS  Business Insight Epaper Harian + Mingguan Arsip Epaper 30 Hari    BERLANGGANAN      LOGIN atau       Hanya Rp 5.000 untuk membaca artikel ini.  BELI SEKARANG       "
183,"Gara-gara virus corona, harga bawang putih di Tangerang naik tiga kali lipat"," Rabu, 12 Februari 2020 | 13:17 WIB Sumber: Kompas.com ",Reporter: Tri Sulistiowati,"  KONTAN.CO.ID - TANGERANG. Harga bawang putih di Kota Tangerang melonjak drastis. Sebelumnya, harga bawang putih dibanderol dengan kisaran Rp 20.000-25.000 per kilogramnya. Namun, kini, harganya melonjak menjadi Rp 55.000-60.000 per kilogramnya.  Salah seorang pedagang bumbu di Pasar Anyar Kota Tangerang, Rositi mengatakan, lonjakan kenaikan harga bawang putih tersebut berbarengan dengan dihentikannya penerbangan dari dan menuju China.         ""Sudah sekitar dua minggu naik,"" kata dia saat ditemui Kompas.com di lapaknya, Rabu (12/2/2020).  Baca Juga: Kementan targetkan produksi cabai meningkat 7% tahun ini   Rositi mengatakan, kenaikan harga bawang putih karena bawang impor asal China tersendat masuk ke Indonesia karena wabah virus Corona. ""Karena Corona ini, bawang impor jadi nggak ada,"" kata dia.  Menurutnya, para pembelinya kaget karena harga bawang putih naik menjadi tiga kali lipat. Setelah harga melambung tinggi, Rositi hanya mampu menjual sekarung bawang per hari. Padahal sebelumnya bisa habis dua karung dalam sehari.  Baca Juga: Rekomendasi impor bawang putih keluar, harga tak serta merta langsung turun   ""Sekarang sekarung aja, harga masih tinggi jarang ada yang beli,"" tutur dia.  Rositi menambahkan, para pembeli sedikit yang memilih bawang putih lokal karena kualitasnya yang masih jauh dibandingkan bawang putih impor dari China. ""Kecil-kecil dan mahal, jarang ada yang cari,"" tutur dia.  Artikel ini telah tayang di Kompas.com dengan judul ""Harga Bawang Putih di Tangerang Naik Tiga Kali Lipat karena Virus Corona"" Penulis : Singgih Wiryono Editor : Sandro Gatra     Cek Berita dan Artikel yang lain di Google News             Editor: Barratut Taqiyyah Rafie                                   INDEKS BERITA                          Tag    Bawang Putih Virus Corona China               "
184,"Stabilkan harga, puluhan ton bawang putih dan cabai digelontorkan di Jakarta"," Minggu, 09 Februari 2020 | 13:12 WIB   Reporter: Lidya Yuniartha ",Reporter: Tri Sulistiowati,"  KONTAN.CO.ID - JAKARTA. Sebagai upaya untuk menstabilkan harga bawang putih dan cabai di Jakarta, pemerintah menggelar operasi pasar dengan mendistribusikan 20 ton bawang putih dan 10 ton cabai di 22 pasar di Jakarta.  Operasi pasar ini digelar oleh Kementerian Pertanian (Kementan) bersama Food Station dan PD Pasar Jaya. 10 ton cabai yang didistribusikan tersebut berasal dari Kementan, dan 20 ton bawang putih berasal dari Food Station.         Baca Juga: Cegah perlambatan konsumsi rumah tangga untuk jaga pertumbuhan ekonomi kuartal I-2020   Kepala Badan Ketahanan Pangan Kementan Agung Hendriadi berpendapat, adanya kenaikan harga di pasar tradisional harus segera direspon sehingga harga bisa kembali stabil.  ""Hari ini kita bersama-sama mengamankan pasokan dan harga untuk keperluan rumah tangga di DKI Jakarta. Setidaknya ada 20 ton bawang putih yang kita distribusikan ke pasar tradisional dengan harga Rp 30 ribu per kilo,"" ujar Agung dalam keterangan tertulis, Minggu (9/2).  Agung membeberkan, harga cabai rawit di berbagai pasar di Jakarta sudah berangsur turun menjadi Rp 70.000 per kg dari sebelumnya yang mendekati Rp 100.000 per kg. Dia menerangkan, harga cabai yang tinggi disebabkan faktor cuaca buruk beberapa waktu lalu.  Agung mengatakan, operasi pasar ini tidak akan berhenti sebelum harga cabai turun menjadi Rp 50.000 per kg. Dia juga  memastikan apa yang dijual di operasi pasar ini memiliki kualitas yang baik, mengingat barang tersebut didatangkan langsung dari petani di Kalimantan, Sulawesi Selatan, dan Sumatera barat.  Baca Juga: Stabilkan harga, Kementan gelontorkan cabai di enam pasar DKI   Sebagai informasi, operasi pasar ini digelar di 22 pasar yakni Pasar Pulo Gadung, Pasar Johar Baru, Pasar Tebet barat, Pasar Koja Baru, Pasar Petojo Ilir, Pasar Gondangdia, Pasar Pondok Labu, Pasar Mampang Prapatan, Pasar Kelapa Gading, Pasar Cijantung, Pasar Kramat Jati, Pasar Pasar Minggu, Pasar Kebayoran lama.  Ada juga di Pasar Tomang Barat, Pasar Palmerah, Pasar Glodok, Pasar Jatinegara, Pasar Klender SS, Pasar Senen, Pasar Tanah Abang, Pasar Anyer Bahari, dan Pasar Metro Atom.  Cek Berita dan Artikel yang lain di Google News             Editor: Tendi Mahadi                                   INDEKS BERITA                          Tag    Bawang Putih cabai               "
185,"Baru kembali dari China, empat pekerja PLTU Celukan Bawang dikarantina"," Kamis, 06 Februari 2020 | 14:11 WIB   Reporter: Anna Suci Perwitasari ",Reporter: Tri Sulistiowati,"  KONTAN.CO.ID - BALI. Pembangkit Listrik Tenaga Uap (PLTU) Celukan Bawang di Buleleng, Bali, memastikan tak ada pekerjanya yang terinfeksi virus corona. Vice Manager General Affair Department PT General Energy Bali Indriati Tanu Tanto mengatakan, ada empat pekerja PLTU Celukan Bawang yang baru kembali dari China.   Keempat orang tersebut kini dikarantina selama 14 hari. Mereka tiba di Indonesia pada Sabtu (1/2) dan kini masih belum diperbolehkan bekerja di PLTU Celukan Bawang.  ""Masih kami tempatkan di tempat aman yang tidak berinteraksi dengan yang lain,"" kata Tanoto, Kamis (6/2).          Karantina dilakukan untuk mengantisipasi virus corona dan arahan dari Dinas Kesehatan Provinsi Bali. Sebab, masa inkubasi virus corona tersebut selama 14 hari.   Proses karantina melibatkan dokter spesialis dan tim khusus yang ditunjuk Dinas Kesehatan Kabupaten Buleleng. Mereka akan diawasi untuk memantau kesehatan para pekerja.   Baca Juga: Bebas visa ke Jeju ditangguhkan, termasuk untuk wisatawan Indonesia   PLTU Celukan Bawang memiliki total sebanyak 443 pekerja. Dari jumlah tersebut, sebanyak 162 pekerja berasal dari China.   Ia mengatakan, dari 162 pekerja asal China tersebut, sebanyak 56 orang pulang ke negaranya pada pertengahan Januari lalu. Mereka pulang untuk merayakan Tahun Baru Imlek.   Dari 56 orang, hingga kini baru empat orang yang kembali balik ke Indonesia. Sisanya masih ada di China dan belum ada kepastian kapan dapat kembali ke Indonesia.   Mengingat, para pekerja tersebut belum diperbolehkan ke Indonesia, karena wabah virus corona yang menghantam China.   Selain itu, adanya kebijakan pelarangan penerbangan dari dan ke China mulai 5 Februari 2020 juga menyulitkan pekerja China di PLTU Celukan Bawang untuk kembali ke Indonesia.   Baca Juga: Tak ada penerbangan, China berencana menjemput warganya di Bali   ""Kami instruksi kan, agar mereka tak kembali terlebih dahulu sampai situasi aman,"" kata dia. Meski demikian, belum kembalinya 52 orang dari China tersebut dipastikan tidak akan mengganggu operasional PLTU Celukan Bawang.   Menurut dia, operasional tetap berjalan dengan normal. ""Kami sudah ada tenaga Indonesia yang bisa mengoperasikannya,"" kata Tanoto. (Imam Rosidin)  Artikel ini telah tayang di Kompas.com dengan judul ""Baru Kembali dari China, 4 Karyawan PLTU Celukan Bawang Dikarantina"".  Cek Berita dan Artikel yang lain di Google News             Editor: Anna Suci Perwitasari                                   INDEKS BERITA                          Tag    Virus Corona corona Pltu PLTU               "
186,Bawang Putih Menjadi Pemicu Kenaikan Impor Barang Konsumsi di Bulan Mei,"Selasa, 25 Juni 2019 | 05:21 WIB ",Reporter: Tri Sulistiowati,"   Kontan + Kompas.id : Rp 95.000 Hemat hingga 55%   Berlangganan    Reporter: Benedicta Prima, Titis Nurdiana | Editor: Thomas Hadiwinata  KONTAN.CO.ID - JAKARTA. Tanda-tanda perlambatan ekonomi semakin terang. Ini terlihat dari kinerja impor Indonesia pada Mei 2019 yang kembali melemah, setelah mencatat kenaikan dua bulan berturut-turut selama Maret dan April 2019. Walhasil, neraca dagang membiru US$ 207,6 juta. Performa impor Mei 2019 berbeda dengan pola impor bulan Mei dua tahun sebelumnya. Nilai impor Mei 2017 dan Mei 2018 mencatatkan kenaikan dari bulan sebelumnya. Padahal, kondisinya hampir sama, bahwa Mei 2017, 2018, dan 2019 merupakan bulan dimulainya puasa. Badan Pusat Statistik (BPS) mencatat, impor Mei 2019 sebesar US$ 14,53 miliar. Baik secara bulanan alias month to month (mtm) dan tahunan alias year on year (yoy), angka ini turun, masing-masing sebesar 5,62% dan 17,71%. Impor hampir semua jenis barang menurun. Kecuali, impor barang konsumsi yang naik 5,62% mtm menjadi US$ 1,54 miliar. Kenaikan ini, dipicu oleh kebijakan impor bawang putih oleh pemerintah untuk memenuhi kebutuhan dalam negeri. Kepala BPS Suhariyanto memerinci impor bahan baku atau penolong, turun 7,82% ketimbang April, menjadi US$ 10,66 miliar. Penurunan impor bahan baku terjadi pada komoditas mobile phone tanpa baterai, emas batangan dan gula mentah dan kapas. Sementara itu, impor barang modal tercatat turun 1,76% ketimbang bulan sebelumnya menjadi sebesar US$ 2,33 miliar. Penurunan impor kelompok ini, terjadi pada truk dan mesin berat. Meski demikian, BPS tak sepakat bahwa penurunan impor sebagai indikasi melemahnya pertumbuhan ekonomi. Sebab, pertumbuhan industri kuartal satu lalu masih cukup baik, yakni 3,86%. Suhariyanto berharap pada kuartal dua ini pertumbuhan industri bisa semakin baik. Tak hanya itu, konsumsi rumah tangga juga masih bagus. ""Saya tidak melihat indikasi pelemahan ekonomi. Triwulan dua barang konsumsi masih naik, konsumsi rumah tangga saya yakin bagus dengan inflasi yang terkendali,"" katanya, Senin (24/6). Sementara, Menteri Keuangan Sri Mulyani Indrawati mengkhawatirkan penurunan performa impor ini, terutama penurunan pada impor bahan baku dan barang modal. Sebab, penurunan itu bisa menekan kegiatan industri dalam negeri. Penurunan impor bahan baku, bisa berdampak pada penurunan produksi. ""Kalau komponen impor turun dan ada substitusinya dalam negeri, itu baik. Kalau tidak, sektor manufaktur akan melemah karena bahan baku menurun,"" ujar Sri Mulyani, Jumat (21/6) lalu. Pemerintah memperkirakan, pertumbuhan ekonomi pada kuartal kedua tahun ini sebesar 5,05%–5,15% yoy. Angka ini melambat dibanding pertumbuhan ekonomi kuartal II-2018 sebesar 5,27% yoy. Tumbuh lebih rendah Gubernur Bank Indonesia (BI) Perry Warjiyo juga mewanti-wanti potensi perlambatan ekonomi kuartal kedua tahun ini. Ekonomi tahun ini diperkirakan tumbuh 5,2% yoy dan berpotensi lebih rendah lebih menjadi 5,1% yoy. ""Yang perlu di-mantain, konsumsi rumah tangga dan investasi non bangunan harus didorong,"" tandasnya. Peneliti Institute Development of Economics and Finance (Indef) Bhima Yudhistira Adhi Negara juga memperkirakan, penurunan impor bahan baku dan barang modal akan berlanjut di semester kedua nanti. Ini karena pengusaha mengurangi stok bahan baku akibat perang dagang dan ketidakpastian permintaan dalam negeri. "
187,"Jangan disepelekan, berikut khasiat bawang untuk pengobatan"," Selasa, 28 Mei 2019 | 13:14 WIB Sumber: TribunNews.com ",Reporter: Tri Sulistiowati,"  KONTAN.CO.ID - JAKARTA. Bawang bukan sekadar bumbu dapur. Ia punya manfaat lain  buat kesehatan tubuh.  Anda bisa menggunakannya sewaktu-waktu untuk memulihkan masalah kesehatan tertentu.         Bawang mengandung quercetin yang dianggap sebagai antioksidan yang sangat kuat dengan sejuta manfaat yang dikandungnya.  Bawang dapat membantu dalam mengobati:  1. Menghilangkan gatal-gatal  Dengan menggosokkan irisan bawang di bagian yang gatal, semisal karena gigitan nyamuk, maka Anda bisa menghilangkan rasa gatal.  Itu semua berkat kandungan belerang yang dikandungnya.  2. Mengobati luka bakar dan bekas luka  Karena sifat antiseptiknya, bawang dapat membantu meredakan luka bakar.  Ini dapat membantu kulit melakukan penyembuhan dengan cepat dan menjaganya agar tidak terinfeksi.  Selama beberapa minggu, oleskan jus bawang beberapa kali sehari untuk mengurangi luka bakar atau bekas luka Anda.  3. Mengatasi pilek atau flu  Apakah Anda ingin menghilangkan gejala flu dan pilek lebih cepat?  Jika iya, saat Anda tidur di tempat tidur, taruh di piring di sebelah Anda bawang cincang.  Dengan cara ini, Anda dapat menghirup uap bawang dan meredakan gejala flu dan pilek saat tidur.  Anda juga bisa mencampurkan jus bawang dengan madu untuk membuat sirup obat batuk.  4. Mengatasi sakit telinga  Sakit telinga adalah salah satu gangguan yang terburuk.  Panggang saja bawang dengan suhu 450 derajat selama 15 menit lalu biarkan dingin.  Potong menjadi dua dan hancurkan hingga menjadi jus, lalu saring sehingga Anda mendapatkan sarinya.  Kemudian, masukkan beberapa tetes cairan ke dalam telinga yang sakit.  5. Mengatasi hidung mampet  Sungguh frustrasi memiliki hidung yang mampet. Bahkan kadang-kadang bisa terasa menyakitkan.  Anda bisa mengurangi rasa sakit dengan menghirup uap bawang yang dicincang.  Tetapi berhati-hatilah saat Anda menghirupnya, Anda mungkin menangis. (Willem Jonata)     Artikel ini telah tayang di Tribunnews.com berjudul: Flu Sampai Luka Bakar Bisa Diobati Menggunakan Bawang  Cek Berita dan Artikel yang lain di Google News             Editor: Herlina Kartika Dewi                                   INDEKS BERITA                          Tag    bawang Obat               "
188,Petani bawang putih AS diuntungkan akibat perang dagang dengan China," Selasa, 28 Mei 2019 | 13:14 WIB Sumber: TribunNews.com ",Reporter: Tri Sulistiowati,"  KONTAN.CO.ID - GILROY, CALIFORNIA. Tidak seperti jutaan petani Amerika Serikat (AS) lainnya, petani bawang putih mendapat untung dari perang dagang antara AS dengan China. Karena itu mereka mendukung serangan ekonomi terbaru dari Presiden Donald Trump.  Penjualan bawang putih yang ditanam di California kini meningkat setelah puluhan tahun kehilangan pasar karena kalah bersaing dari produk impor asal China yang lebih murah. Penjualan menjadi lebih baik karena bawang putih dari China menghadapi tarif yang lebih tinggi.         ""Di dunia yang sempurna, kami senang melihat tarif tetap berlaku selamanya,"" kata Ken Christopher, Executive Vice President of family owned Christopher Ranch, produsen bawang putih komersial terbesar ketiga di Amerika Serikat.  Petani bawang putih AS diuntungkan karena mereka sangat bergantung pada penjualan domestik. Tarif bawang putih China meningkat dari 10% menjadi 25% pada 9 Mei, ketika AS menaikkan tarif US$ 200 miliar barang-barang China dan memupus harapan kesepakatan perdagangan AS-China bisa segera terselesaikan.  Tercatat, penjualan bawang putih domestik naik 15% pada kuartal terakhir 2018 setelah AS menerapkan tarif 10% pada impor bawang putih Cina di bulan September.               Editor: Handoyo .                                        INDEKS BERITA                      Tag    perang dagang bawang               "
